Name	1: Id:1 Vel_NC (kp:50 Tn:5)
Record-Number	1
Axis-ID	1
Min Frequency [Hz]	1
Max Frequency [Hz]	247.5
Frequency Steps	100
Mode	Velocity NC (without oversampling)
Position Monitoring Window [mm]	50
Velocity Amplitude Scaling Mode	1/ 10 at 1000Hz
Velocity Base Amplitude [mm/s]	10
Velocity Signal Amplitude [mm/s]	20
Integral Time [s]	5
Proportional Gain	50
Check Drive Limitations	True
Dead Time [s]	0.008
Cycle Time [ms]	2
Oversampling	x1
Frequency	Process-Gain	Process-Phase	Open-Loop-Gain	Open-Loop-Phase	Close-Loop-Gain	Close-Loop-Phase
4.8828125	-38.775934680143159	-88.177236521971381	4.0802046392959026	-90.733129880200821	-1.3824725057228333	-32.216970753513195
5.859375	-40.364047543179396	-87.608381583034713	2.4799638416943077	-90.3970330118464	-1.9159769029551978	-37.072620092040552
6.8359375	-41.670256239328019	-87.948210480811809	1.1643882829682419	-91.35655093479312	-2.3638999018532689	-41.757866418248256
7.8125	-42.8165332664867	-87.976023105946751	0.00077461963442832361	-91.886071938758235	-2.8645716186299697	-45.940395594511642
8.7890625	-43.860201860717147	-88.4733839832655	-1.0837938580256388	-93.041338395613749	-3.3510400288003876	-50.27992622783232
9.765625	-44.747484836562947	-88.494199583419515	-1.990581015452255	-93.570378564399718	-3.8468157180727465	-53.708641572794619
10.7421875	-45.6351361859348	-89.057134071020812	-2.943362717118247	-94.759976021097373	-4.3719619136704813	-57.7163540067543
11.71875	-46.461896256141323	-89.003728068315027	-3.82969759185165	-95.081499969931372	-4.9692788847492313	-60.87925395395137
12.6953125	-47.138087263902428	-89.256667056038751	-4.5433225349975022	-95.884556847409783	-5.44152412908704	-63.767268339769522
13.671875	-47.871408461623538	-89.366282102915179	-5.3500414249080075	-96.368632479177307	-6.0389926638470728	-66.641940806044047
14.6484375	-48.504953845617536	-89.2809729385076	-6.0354031653673132	-96.633015413050941	-6.5809073491959369	-68.882228420600342
15.625	-49.104501806167335	-88.240460765042926	-6.664960079742662	-95.624533128995409	-7.1746579589845529	-69.795736560459176
16.6015625	-49.655553465349392	-87.793145306301128	-7.2571380963674761	-95.405351770628059	-7.6960794731711291	-71.1722321255547
17.578125	-50.2355592223523	-86.7294478056844	-7.8805588357815	-94.308270225187741	-8.3034257407112921	-71.766689150539619
18.5546875	-50.6397501107986	-85.702469083228863	-8.2847209753497637	-93.425022588772777	-8.7081067337392977	-71.938383445339525
19.53125	-51.078104775739185	-83.893566411842158	-8.720644169918824	-91.457803560831	-9.1957801728896786	-71.1665140766305
20.5078125	-51.434233197533814	-81.96084782271177	-9.0536691444772917	-89.395064124803426	-9.5913368751131038	-70.038676435026161
21.484375	-51.740670628158576	-80.020983239225544	-9.32824640350978	-87.351749520651907	-9.9287996471832667	-68.780111895153212
22.4609375	-51.876666540462836	-78.607287542669184	-9.3980178228486047	-86.166032721853142	-10.043316627448691	-67.868566809602243
23.4375	-52.064967489094442	-76.65994599728225	-9.5269350758794271	-84.1988927820703	-10.242117615937714	-66.382979594081235
24.4140625	-52.105086277224927	-75.415209721504965	-9.4810140383359673	-83.323584652851579	-10.2392247100875	-65.532272651383622
25.390625	-52.125549199050887	-73.660928576806455	-9.39606693434494	-81.784916933940721	-10.230368463942845	-64.039327875681209
