Name	33: Id:1 Vel_NC (kp:3800 Tn:15)
Record-Number	33
Axis-ID	1
Min Frequency [Hz]	1
Max Frequency [Hz]	247.5
Frequency Steps	50
Mode	Velocity NC (without oversampling)
Position Monitoring Window [mm]	50
Velocity Amplitude Scaling Mode	1/ 10 at 1000Hz
Velocity Base Amplitude [mm/s]	10
Velocity Signal Amplitude [mm/s]	20
Integral Time [s]	15
Proportional Gain	3800
Check Drive Limitations	True
Dead Time [s]	0.008
Cycle Time [ms]	2
Oversampling	x1
Frequency	Process-Gain	Process-Phase	Open-Loop-Gain	Open-Loop-Phase	Close-Loop-Gain	Close-Loop-Phase
0.9765625	-54.052714278665512	-80.804472588994372	21.542278656016197	-77.359659910758538	-0.1855763022331072	-4.5871003627631657
1.953125	-62.326932638718851	-95.657333347397753	12.130444537592817	-99.439541005078979	0.087457281743777843	-14.274283579330314
2.9296875	-66.136368365087819	-92.869950743889532	8.2266983066889274	-95.838769438186418	-0.29998958539473664	-21.884734925147438
3.90625	-68.855895764919438	-90.970055739090412	5.4289297982832956	-93.593108871046368	-0.8614623416733751	-28.930963389878514
4.8828125	-70.90574761102809	-89.498458225806019	3.3370890010040006	-92.0104221071495	-1.5105623749688153	-34.885577849832657
5.859375	-72.528280944726347	-88.4880401779616	1.6941180656650292	-91.093303366599258	-2.1632434759808823	-39.88790078428918
6.8359375	-73.8733190374964	-87.770646937476442	0.33664705007261048	-90.59032898005583	-2.8002940157338383	-44.17361613406846
7.8125	-75.00345139142398	-87.195207142242509	-0.79612050202184048	-90.297420543289874	-3.4040693346208108	-47.784441740442482
8.7890625	-75.970428126791049	-86.833360367700053	-1.7606250771908782	-90.308747324954169	-3.9562369815480469	-50.952875663683216
9.765625	-76.819885154736468	-86.6285501161686	-2.6084685906065137	-90.540980674602778	-4.4680963011538219	-53.82652509549424
10.7421875	-77.565629813178788	-86.497382800396721	-3.3505871805691649	-90.886662663803634	-4.9380555834888753	-56.394170225433093
11.71875	-78.239347405063469	-86.447386677637468	-4.0249598705445688	-91.345796020131118	-5.3803344748477677	-58.791365370005437
12.6953125	-78.842739829384612	-86.47768586461379	-4.6303532337473232	-91.923782701772879	-5.786208206729917	-61.034092244257053
13.671875	-79.3965864987849	-86.51352674657177	-5.1905634658334616	-92.50992735521676	-6.1751601395411857	-63.122650743423776
14.6484375	-79.904788745786917	-86.622132741765782	-5.7100024376859935	-93.195542217305459	-6.5405869119377682	-65.1474034417645
15.625	-80.372188193773155	-86.705691388858909	-6.19119680427919	-93.848955106885768	-6.8899087617391626	-67.017926324348636
16.6015625	-80.806873039290878	-86.843352366197252	-6.6453893582941372	-94.570844863439774	-7.2233466660575356	-68.851740046774722
18.5546875	-81.595371127648576	-87.131436587913015	-7.4872114257981739	-96.008440597336019	-7.8612379071905689	-72.286648809604273
20.5078125	-82.283257580191062	-87.437701603544141	-8.24332659366428	-97.443342120644672	-8.4533866100191766	-75.439069891212313
21.484375	-82.590720833445957	-87.5753680449463	-8.588252262248993	-98.134564119040633	-8.72978815938111	-76.890461860387134
23.4375	-83.158388739447417	-87.968618817240227	-9.2478851191304283	-99.624295341805365	-9.2635170021621249	-79.7860526851139
25.390625	-83.659556893628022	-88.365107675825911	-9.8538326080653711	-101.06836642532809	-9.76584275834983	-82.4764404243481
27.34375	-84.11798201147559	-88.816989847439373	-10.434812842380685	-102.49426172345613	-10.259005280657497	-85.056576637059891
30.2734375	-84.681609478378974	-89.5213969685578	-11.196217046461797	-104.60005947093266	-10.913666210366888	-88.610521358556042
32.2265625	-85.007798189433885	-90.083410705612522	-11.671886014900608	-106.01172077621136	-11.329263049240812	-90.892565563485277
35.15625	-85.419505748036073	-91.021690984116546	-12.327053060198782	-108.09752861702269	-11.909008192123851	-94.135636027969127
38.0859375	-85.756249424176772	-92.1102983045985	-12.930313753340432	-110.14769819224783	-12.450802289190293	-97.210026033280087
41.9921875	-86.095741029509782	-93.898363831139164	-13.658669853441916	-112.91591193739987	-13.110672470108867	-101.16877548007939
44.921875	-86.282743381883179	-95.458676820476555	-14.15514426300418	-114.94217538474705	-13.565838780363888	-103.97829745987718
48.828125	-86.465976189813674	-97.936706862655655	-14.769711970748293	-117.62294364485641	-14.134920977884615	-107.59904115539197
52.734375	-86.585650254558971	-100.96198044676575	-15.332000059805198	-120.33758898151846	-14.658729048022941	-111.15233416786461
57.6171875	-86.6852922897683	-105.45584792875904	-15.968852385130852	-123.66443090966281	-15.257716232511445	-115.40364127403274
62.5	-86.769432152870365	-110.83435662252022	-16.539268939472752	-127.00840164393279	-15.796883925701536	-119.5644847056323
67.3828125	-86.893672709788291	-117.05503993052538	-17.054753517017033	-130.40352751754091	-16.285852908309074	-123.69710187212779
73.2421875	-87.147038530152543	-125.13645288339958	-17.594117897988369	-134.42945444984093	-16.799068924363134	-128.50415280666766
79.1015625	-87.550575864032552	-133.66736635781581	-18.058720459142549	-138.67676919988992	-17.238081667318152	-133.47007779055605
85.9375	-88.224954039767809	-143.32946934680189	-18.531396696277934	-143.90948187572718	-17.683463038630464	-139.4984514687041
93.75	-89.192356588077388	-152.85833464344427	-19.025719285887892	-150.08228653011827	-18.156382329516234	-146.54665440535655
101.5625	-90.218117338817407	-160.84054148420842	-19.50213044978333	-156.77588037899864	-18.622107578327871	-154.12719455609437
110.3515625	-91.225511710137269	-167.81499570383468	-19.995824343116798	-164.36787821556706	-19.119717312986065	-162.65906314123825
119.140625	-92.001906362353054	-173.78442453243522	-20.470102544534122	-172.24730356591454	-19.614817527327681	-171.43932423558041
129.8828125	-92.557036825194146	-181.60647795849275	-20.991368869286649	-182.84738188372697	-20.180851786388043	-183.12613906422104
140.625	-92.840690461775225	-190.28234840133075	-21.563461580511941	-193.36633988468233	-20.829190331882504	-194.57037328435277
152.34375	-92.941935129860838	-202.61354528266676	-22.150833395402231	-205.28223719307323	-21.52058512453808	-207.33667592930749
165.0390625	-93.177569358164291	-219.76831700459317	-22.717968676946597	-218.85537083264137	-22.218934786373254	-221.64060345868978
178.7109375	-94.58778567450247	-241.00166740290484	-23.793948389556768	-235.59787682638728	-23.484215022904877	-238.76478675641891
194.3359375	-96.949228331914782	-260.17971425314124	-25.401470524091746	-254.10743449409827	-25.284725134875671	-257.10769653999381
210.9375	-99.628736285812892	-277.04407965358138	-27.661693677569296	-274.058026878254	-27.694452972430703	-276.4154217434243
