"Frequency	Process-Gain	Process-Phase	Open-Loop-Gain	Open-Loop-Phase	Close-Loop-Gain	Close-Loop-Phase"
"0.9765625	2.0254901132161658	-109.04947015132801	28.547039960544012	-136.36471822358376	0.23517549248523584	-1.5186947193458658"
"1.953125	-6.9739926065179612	-98.319080849177553	17.834104182018216	-106.80976446865706	0.25835240824196859	-7.270019538032785"
"2.9296875	-11.042540984102038	-92.182825876229955	13.515076503364865	-96.642200825350926	0.018691314667563734	-12.123388415906735"
"3.90625	-13.760731604936575	-87.6233006381305	10.690512501104495	-89.802946558146431	-0.36352933003112631	-16.265489129071625"
"4.8828125	-15.896302391994102	-83.073773865147714	8.4352707556537574	-83.141678697715207	-0.912473113482986	-19.782444528763531"
"5.859375	-17.545567007234471	-79.875588673357271	6.733788720843485	-78.800870162324358	-1.4334235057925189	-22.524616158453135"
"6.8359375	-18.932030692224686	-77.270003359791644	5.3026146522004511	-75.453306121925635	-1.9527857326520128	-24.824246681893534"
"7.8125	-20.197809412038755	-73.91526370606428	3.9432321659241163	-70.947161364168281	-2.595904411213334	-26.437445202170295"
"8.7890625	-21.219085190471215	-70.672558845606275	2.886558454872779	-66.602602942741811	-3.1891896988913224	-27.128136511327931"
"9.765625	-22.06926754466474	-67.445776200381616	2.0295394351865341	-62.244868447800641	-3.736467347147574	-27.105752828474284"
"10.7421875	-22.796537108834187	-64.6033604426935	1.3167832404654263	-58.4597023015841	-4.2118927278531135	-26.80573571283627"
"11.71875	-23.400162028051561	-62.21619140025129	0.765189374507558	-55.324727113565693	-4.5944612405943328	-26.340565818930944"
"12.6953125	-23.913271646187894	-60.111632146295982	0.32817982063880874	-52.579296060260511	-4.9100878559369576	-25.755012082357609"
"13.671875	-24.360818577555143	-58.391346732964294	-0.022354012030768949	-50.41166842874609	-5.1626809899201964	-25.240537233001096"
"14.6484375	-24.780433639038371	-56.75157510111913	-0.35171442910685236	-48.383099189971226	-5.4002126990033279	-24.712595710964926"
"15.625	-25.150803638217962	-55.175348300715058	-0.62162866340924516	-46.427583442630805	-5.6046889211523485	-24.092675306122995"
"16.6015625	-25.496185425877187	-53.7232526122756	-0.86634090116602658	-44.681796247327085	-5.7886462644883334	-23.514039649399187"
"18.5546875	-26.099524495630405	-51.159769544349778	-1.2488277073797751	-41.74754908040692	-6.0810458409857571	-22.441376815309688"
"20.5078125	-26.660854531912719	-48.547766247000609	-1.6253324391057045	-38.825197031147418	-6.36753098906989	-21.295548535427486"
"21.484375	-26.868613798097311	-47.622307984390417	-1.688514573634021	-37.956012023395481	-6.42519119912711	-20.886486961559847"
"23.4375	-27.311771110615013	-45.455886322409924	-1.9141862428709133	-35.8461231267236	-6.603693460676995	-19.955959212198014"
"25.390625	-27.718875535411829	-43.295198625948814	-2.1201918809742408	-33.835255903269093	-6.766883294971012	-19.033104964565641"
"27.34375	-28.2653134862427	-39.999620442477863	-2.6898711908444768	-30.116292784464154	-7.1731683387786846	-17.424738915544495"
"30.2734375	-28.5667270711153	-37.633189326442263	-2.5094476178937581	-28.567857682711864	-7.0986630655450123	-16.375691405165011"
