"Frequency	Process-Gain	Process-Phase	Open-Loop-Gain	Open-Loop-Phase	Close-Loop-Gain	Close-Loop-Phase"
"9.765625	-65.558748752048842	-76.819805559840646	-8.786487488988719	-77.055353395782745	-9.9097072111182865	-58.91101376681101"
"10.7421875	-66.039060056932016	-87.8645542962984	-9.2590490821672962	-90.35923824532982	-9.7290092899594942	-71.31834870708613"
"11.71875	-66.522422136119175	-87.68894792094666	-9.7071751646828535	-90.487115481744212	-10.12668014078246	-72.329148557948841"
"12.6953125	-66.960324491001558	-87.490794163218439	-10.112889054642149	-90.59877965138844	-10.490778301342818	-73.210891650641244"
"13.671875	-67.601597934532535	-89.653667846833272	-10.79580246594805	-93.397915198677524	-11.003776531828038	-77.064852598558446"
"14.6484375	-68.119973923696236	-91.172905404805164	-11.340607120824087	-95.460538690070138	-11.434539240034137	-79.982515150373374"
"15.625	-68.637852482272251	-91.387556559821022	-11.877920455991188	-95.96164466555588	-11.929629960880803	-81.373898798985337"
"16.6015625	-69.138922916686951	-91.615579228138358	-12.403249643877652	-96.461827794570866	-12.418542954107448	-82.702087866022978"
"17.578125	-69.554052046756937	-92.370918488242182	-12.843450896703619	-97.606900991349661	-12.806859296771494	-84.492773050812815"
"18.5546875	-69.924945086580749	-93.232932029852734	-13.241471997188414	-98.880878142853575	-13.154531554092861	-86.331094340665814"
"20.5078125	-70.802230290208442	-93.872321634024971	-14.19273109629794	-99.986113343198355	-14.062246582906084	-88.7355372829355"
"21.484375	-71.12277521592388	-94.3523472007429	-14.542472248931782	-100.77774164349168	-14.387886296232605	-89.973964421780835"
"23.4375	-71.790696719919183	-95.36889037938613	-15.286776980593475	-102.32626068553145	-15.092006155161561	-92.428063956529968"
"24.4140625	-72.119733196498629	-95.710984832466409	-15.655128178196874	-102.87733011437983	-15.449201899107308	-93.402283103702018"
"26.3671875	-72.664598225971986	-95.97521937252283	-16.263732950984565	-103.54501988359803	-16.048367627016656	-94.731123928444219"
"28.3203125	-73.216326636744938	-97.022833112284715	-16.90748274921712	-104.98875862346087	-16.668849722573647	-96.839614968130334"
"29.296875	-73.442082486899167	-97.196302019378081	-17.16891049063755	-105.3389805782687	-16.927359261173407	-97.443525281825913"
"32.2265625	-74.098948025544928	-97.911897627731	-17.945732650834827	-106.50434542258391	-17.695778224193852	-99.323119536582709"
"34.1796875	-74.482020015141	-98.579141826670963	-18.4156483356351	-107.44488434400151	-18.158218684157497	-100.67198524930075"
"36.1328125	-74.8422527012048	-99.10957748151597	-18.861710737263493	-108.18496904459222	-18.601479569183613	-101.77726265282452"
"38.0859375	-75.16400307146489	-100.02766366250874	-19.279929851047662	-109.30000228345772	-19.011148083405402	-103.22902524782705"
"41.015625	-75.561359917794448	-100.94972219367364	-19.810371934235786	-110.44902752340414	-19.537163169516319	-104.77742428624332"
"43.9453125	-75.936864292739784	-102.40775276664914	-20.334412121165432	-112.00987800423829	-20.052440663506292	-106.72234830242003"
"46.875	-76.2306189534032	-103.88554961766309	-20.775199713900463	-113.51730191780783	-20.485052453784487	-108.54272078055723"
"49.8046875	-76.473572438543258	-105.21889026036418	-21.15877329994747	-114.78325685826893	-20.863596997896042	-110.06837226750771"
"52.734375	-76.711058649502888	-107.28633590441527	-21.549108865906508	-116.62374821740006	-21.243334119584819	-112.18036683819545"
"56.640625	-76.98400282917828	-109.85186250823396	-22.007366777555045	-118.71525296885987	-21.692361937189418	-114.57629542366946"
"60.546875	-77.139176136853322	-112.66742389367761	-22.338530411737661	-120.92905452107092	-22.010753806472856	-117.02685927389537"
"64.453125	-77.3099581334739	-116.08191908446223	-22.669164552628477	-123.48007565214476	-22.327148219163515	-119.82188073607081"
"68.359375	-77.487327458998635	-119.92052772668274	-22.978772399640107	-126.24886575970368	-22.621891136611779	-122.83012118590743"
"73.2421875	-77.670221447262065	-125.04191316911252	-23.280231293537309	-129.86877439509553	-22.903058485737127	-126.71903129869057"
"78.125	-77.913066276671969	-130.70632829901285	-23.574748451757472	-133.87653425319945	-23.1772568957749	-131.01053020023073"
"83.0078125	-78.1961603240631	-136.27525734971607	-23.838362005518597	-137.85287535097581	-23.423108350260126	-135.25952162570033"
"88.8671875	-78.5631198416535	-143.65730667105177	-24.10308598345766	-143.5029846307074	-23.663044009963414	-141.26716028680823"
"94.7265625	-79.047610348577308	-150.49246624803217	-24.410513130113284	-149.11522256812046	-23.954499575122291	-147.24945777570622"
"100.5859375	-79.572818724889061	-157.15123434269819	-24.7268309413829	-155.1269359834194	-24.259940842776992	-153.65105091985606"
"107.421875	-80.1522077233462	-164.11907244919485	-25.07646357146313	-162.06820284812395	-24.604581512182776	-161.029944591277"
"114.2578125	-80.641324045788224	-170.71882251034836	-25.390672268132	-169.2308085993534	-24.919865775473635	-168.62318057919751"
"122.0703125	-81.218954240790168	-178.24495178703347	-25.867430466834435	-177.82224501555663	-25.414120103692227	-177.70551064739831"
"129.8828125	-81.731525410731649	-184.76265593196351	-26.394414982516757	-185.423886321512	-25.970177087681314	-185.696253340932"
"138.671875	-81.945391399782892	-194.65019140458631	-26.742998685176484	-196.12016385704322	-26.351108267495306	-196.88590528015902"
"148.4375	-82.558614686356151	-205.70445612372023	-27.557974516053232	-207.06263769061425	-27.229471540295798	-208.19674654618427"
"158.203125	-83.263213044809149	-217.90405357214115	-28.4066150022443	-218.14732320657012	-28.145697657472091	-219.53295417724078"
"167.96875	-84.085066105136889	-229.01309087189455	-29.2374833772161	-227.77103054025903	-29.03653746823138	-229.27019671545429"
"179.6875	-85.460034477636555	-243.75280936072789	-30.429289522702021	-241.0697997831989	-30.304998508043628	-242.60101597328077"
"191.40625	-87.0223430753583	-257.6334566233682	-31.728041823107279	-254.69841295902052	-31.671179626879692	-256.14031012335744"
"204.1015625	-89.22824561679549	-268.16112243206931	-33.753268750486079	-266.1689321985927	-33.743173964375195	-267.34389145540354"
"217.7734375	-91.772779874517468	-274.3489247573354	-36.2728954236665	-273.49582842380437	-36.282044676433244	-274.37329080177807"
"232.421875	-94.451744328828028	-277.33405199899022	-39.014473113304653	-277.16508645388467	-39.02713504113278	-277.80095893541693"
"247.0703125	-94.2022653042838	-267.44405210726347	-38.829224830392832	-267.4327431512645	-38.825339772664975	-268.08802630717577"
