"Frequency	Process-Gain	Process-Phase	Open-Loop-Gain	Open-Loop-Phase	Close-Loop-Gain	Close-Loop-Phase"
"0.9765625	-13.887209105048775	-115.5035057223383	6.906843064265197	-118.32362900744442	1.1046146772994621	-26.830120611725189"
"1.953125	-40.907789419426244	-70.698045319209868	-20.833880873809658	-70.553059212145087	-21.122619497649637	-65.799940438543857"
"2.9296875	-47.123086820659772	-50.258502458593462	-27.07722190156101	-50.041653721777912	-27.325472123750025	-48.1517203908427"
"3.90625	-57.245992694612809	-35.589393011792453	-37.230592231913484	-35.473171317334241	-37.32762255116176	-35.020883579737109"
"4.8828125	-60.260556215441319	-7.1145860627556425	-40.255534459752	-6.9825104618847194	-40.3388547875422	-6.9155230165409147"
"5.859375	-60.307269647339169	-2.01887127654733	-40.302836979229333	-1.8591881794247496	-40.386273919581875	-1.8414081103492435"
"6.8359375	-60.65545492658562	5.7518356429679578	-40.653532968328527	5.9330812635535386	-40.733301339241478	5.8786511973380282"
"7.8125	-60.615581955475591	11.62690067370548	-40.615847010528448	11.835151897794063	-40.694697330936329	11.726672713472574"
"8.7890625	-60.531673145479488	13.468307216835264	-40.5322542965779	13.704432426905834	-40.611285355237932	13.577915635699641"
"9.765625	-60.6246330936486	19.147695121171949	-40.628202203786195	19.405684650065179	-40.704119064844861	19.230139632082675"
"10.7421875	-60.242839202649982	21.141714562621374	-40.247407383018945	21.437308631328911	-40.325687290462625	21.235608438928804"
"11.71875	-60.075153805356408	23.825222431430003	-40.081342789452648	24.152343737141358	-40.159576699246912	23.922176966979212"
"12.6953125	-60.025207407471342	27.202805167158559	-40.033795111047766	27.556532448157011	-40.110255152149385	27.294811098096247"
"13.671875	-59.648036597895853	29.903965255119395	-39.659045911293418	30.299104944700936	-39.736811871427022	30.001145376884786"
"14.6484375	-59.493481046902815	31.24885918588139	-39.50540259524255	31.678598351178426	-39.583432831573205	31.362923699458932"
"15.625	-59.267643930603377	33.439202859315465	-39.281647801257535	33.906884822675941	-39.359757106981313	33.562811652563731"
"16.6015625	-59.013212133361307	35.447062660529	-39.029318957284865	35.955849367235245	-39.107772009971441	35.583033151444994"
"17.578125	-58.930516992529888	37.354566176854632	-38.948412469361358	37.895403974145943	-39.025639939264671	37.501700405861961"
"18.5546875	-58.615651316019111	39.314181354844727	-38.63606124340599	39.90250318086543	-38.71391597967596	39.476300585527063"
"19.53125	-58.25991633226073	40.529926050849511	-38.28193027411303	41.172898629148939	-38.361522538768263	40.7173895604897"
"20.5078125	-58.026943749041394	40.89823182821425	-38.048733668661939	41.591466678367617	-38.129973813577593	41.11975589981418"
