"Frequency	Process-Gain	Process-Phase	Open-Loop-Gain	Open-Loop-Phase	Close-Loop-Gain	Close-Loop-Phase"
"0.9765625	-0.695669711297479	-112.76040627606326	23.522874827483943	-130.30488110352465	0.37059640805477012	-3.041003820073378"
"1.953125	-9.93068716112757	-99.741095041225435	13.192447734087843	-105.33126340774074	0.30510868017439541	-12.634092382339515"
"2.9296875	-14.438087193267064	-91.106972885324268	8.3845859462992554	-93.161794192287275	-0.42592906926401342	-21.228406651790074"
"3.90625	-17.66841342417403	-85.668408470135276	4.9037269156107106	-86.11429214008993	-1.4624629148468749	-28.645716445428711"
"4.8828125	-20.42827757424191	-78.795177899753838	1.8671822431234084	-77.529370824941836	-3.0078905306648815	-33.850524991830511"
"5.859375	-22.758581004585608	-72.38345419412741	-0.70959277304826962	-69.910912085020129	-4.6581910091424836	-36.590148917180429"
"6.8359375	-24.7685923747527	-66.97810171505165	-2.9273955821683106	-63.788015299487824	-6.2320934364782135	-37.824908476935633"
"7.8125	-26.609765019920534	-61.505371607462692	-4.9668536463137967	-57.761601345829931	-7.8018984351811129	-37.61023046433462"
"8.7890625	-28.369147495569038	-55.672287710017628	-6.92557091934054	-51.491435627835706	-9.3905584160305917	-36.098393151296783"
"9.765625	-30.304417236108488	-48.232025707062078	-9.1084257921536622	-43.691131793547278	-11.229064806946731	-32.76061481391659"
"10.7421875	-32.217282261095058	-39.296019573964472	-11.267685450280766	-34.471521889026867	-13.101184243276784	-27.276714519915171"
"11.71875	-33.650893717274379	-31.1124426606904	-12.869559251807791	-26.046253251382495	-14.513102266325848	-21.309044916997788"
"12.6953125	-34.727982381816162	-25.171514763283987	-14.047201109734562	-19.98618346980243	-15.546678326531145	-16.71436943664845"
"13.671875	-35.679480730946423	-20.499950235063576	-15.071073445051335	-15.291085797788265	-16.442647973041495	-13.01466538151047"
"14.6484375	-36.581889923380615	-16.321578301816537	-16.035288437564681	-11.144155473139456	-17.288982931026364	-9.6309192169694828"
"15.625	-37.443881983703179	-11.902604468716159	-16.9595513250467	-6.7610085878310677	-18.105633548561642	-5.9220568529748441"
"16.6015625	-38.146771452459483	-7.8080318399875317	-17.71127708611672	-2.6598568694047651	-18.773026731589553	-2.3536231603511752"
"17.578125	-38.548816825261937	-4.8441059684144934	-18.132901190384146	0.41549618821932671	-19.148057745781962	0.36966507602971804"
"18.5546875	-38.667609580558661	-2.7959997616003864	-18.247035865303776	2.6986177237453339	-19.248762754256873	2.4044841809020294"
"19.53125	-38.757512161280346	-0.92269495102679677	-18.329757888689674	4.8104767340498862	-19.320489298400666	4.2908885591650563"
"20.5078125	-38.822287998853	0.76097445612098724	-18.384323680525018	6.7349129399760352	-19.366369549982618	6.0121024478876572"
"21.484375	-38.803729383455916	2.0010598846062919	-18.344878923797026	8.2514381217128339	-19.328261623918188	7.3629907611069214"
"22.4609375	-38.804911100283746	3.2669742128751311	-18.32670952103047	9.7772605695124231	-19.308537342406318	8.7235896664105645"
"23.4375	-38.77700756485995	4.450246932971357	-18.276589322231331	11.236500229069824	-19.259874835764606	10.020643326061998"
